# name_mcp          name_NED                   ra_mcp_1      dec_mcp_1      redshift_maser   Lum_dis   maser   L_12um_bestfit_1   chi2_maser   logL_OIII_C   ref_num_3  
  SDSSJ10181+0005   2dFGRSN356Z056             154.5278875   0.09975        0.04847          215.33    0       42.66              0.541        41.08         1          
  2MASXJ10181928+   2MASXJ10181928+3722419     154.5801917   37.37833333    0.04927          219.01    0       43.06              0.978        41.56         1          
  MCG+00.27.002     ARK241                     155.4176667   -3.453916667   0.04082          180.35    0       43.54              0.428        ---           ---        
  NGC3226           NGC3226                    155.8625346   19.89861111    0.00438          18.83     0       40.47              1.264        38.36         2          
  NGC3227           NGC3227                    155.8774125   19.86508333    0.00386          16.59     0       42.68              38.798       40.47         2          
  NGC3256           NGC3256                    156.963625    -43.90372222   0.00935          40.36     2       43.42              0.054        ---           ---        
  NGC3254           NGC3254                    157.3331042   29.49141667    0.00452          19.44     0       39.0               0.726        39.36         2          
  NGC3281           NGC3281                    157.9670417   -34.85372222   0.01067          46.1      0       43.66              0.351        41.40         3          
  J1032+6502        NGC3259                    158.1452208   65.04113889    0.00562          24.19     0       41.02              0.259        38.97         1          
  MRK34             MRK34                      158.5358      60.03111111    0.05047          224.53    4       44.07              0.925        44.20         8          
  KUG1031+398       KUG1031+398                158.6608292   39.64138889    0.04241          187.59    0       43.86              0.921        ---           ---        
  NGC-3308          NGC3308                    159.0933333   -27.43777778   0.01185          51.25     0       40.11              0.76         ---           ---        
  NGC3312           NGC3312                    159.2605208   -27.56505556   0.00962          41.53     0       41.76              0.237        ---           ---        
  SDSSJ10434+1105   SDSSJ104326.47+110524.2    160.8603042   11.09008333    0.0477           211.79    0       42.91              0.742        ---           ---        
  CGCG333-049       CGCG333-049                161.0355833   70.40525       0.03355          147.45    0       43.65              0.03         ---           ---        
  104449+381052     UGC5856                    161.2040417   38.18102778    0.02586          113.01    0       42.86              0.06         40.47         1          
  NGC3362           NGC3362                    161.2154833   6.596694444    0.02763          120.9     0       42.78              0.443        41.25         1          
  NGC-3367          NGC3367                    161.6456417   13.75080556    0.01013          43.75     0       41.68              0.02         40.5          2          
  UGC05881          UGC05881                   161.6771625   25.93166667    0.02058          89.58     0       42.87              0.624        40.88         1          
  NGC3393           NGC3393                    162.09775     -25.1615       0.0125           54.08     4       42.53              0.048        42.04         8          
  Mrk417            Mrk417                     162.3788625   22.96441667    0.03273          143.76    0       43.56              1.403        41.52         1          
  NGC3396           NGC3396                    162.4794708   32.99088889    0.00542          23.33     0       41.24              0.034        39.11         1          
  NGC-3414          NGC3414                    162.8175292   27.97494444    0.0049           21.08     0       40.87              3.043        39            2          
  NGC3486           NGC3486                    165.09945     28.975         0.00227          9.75      0       39.59              0.933        38.31         2          
  MRK728            MRK0728                    165.2574167   11.04691667    0.03562          156.78    0       42.67              0.796        41.66         9          
  UGC6100           UGC6100                    165.3916625   45.65391667    0.02948          129.17    0       43.01              0.635        41.90         1          
  B21101+38         MRK0421                    166.1138079   38.20888889    0.03             131.5     0       43.35              3.958        ---           ---        
  SDSSJ11049+4334   2MASXJ11045601+4334089     166.2334458   43.56922222    0.04925          218.92    0       42.64              0.904        ---           ---        
  NGC-3521          NGC3521                    166.4524208   -0.035861111   0.00267          11.47     0       39.96              0.367        38.29         2          
  CGCG291-028       CGCG291-028                166.495925    58.946         0.04763          211.47    0       43.16              0.984        40.90         1          
  ESO438-G09        ESO438-G09                 167.7         -28.50111111   0.024            104.74    0       43.45              0.07         ---           ---        
  NGC3561           NGC3561                    167.8050167   28.69633333    0.02935          128.59    0       42.33              2.436        40.31         1          
  IC2637            IC2637                     168.457275    9.586277778    0.02921          127.97    0       43.4               0.671        41.36         1          
  11144391+794335   MCG+13-08-056              168.6829583   79.72663889    0.03719          163.88    0       43.05              0.003        42.68         7          
  NGC3607           NGC3607                    169.2276625   18.05172222    0.00314          13.49     0       40.53              0.161        38.99         2          
  NGC-3623          MESSIER065                 169.7329833   13.09225       0.00269          11.55     0       39.89              0.409        38.02         2          
  NGC-3627          MESSIER066                 170.06235     12.99166667    0.00242          10.39     0       41.15              0.065        39.43         2          
  1123013           CGCG242-028                170.7554708   47.05238889    0.02511          109.58    0       40.57              0.025        41.15         1          
  ngc3660           NGC3660                    170.8845      -8.658027778   0.01228          53.12     0       41.69              1.194        40.75         3          
  CGCG039-167       CGCG039-167                171.0362042   6.21475        0.03768          166.1     0       42.82              0.726        ---           ---        
  NGC-3665          NGC3665                    171.1819667   38.76277778    0.00683          29.73     0       41.14              0.089        38.91         2          
  MARK40            ARP151                     171.4006958   54.38222222    0.02108          91.79     0       42.87              4.778        ---           ---        
  J112549+144006    IC2810E                    171.4564583   14.6685        0.0338           148.57    0       42.21              0.313        40.33         1          
  Mrk423            Mrk423                     171.7021083   35.25083333    0.03225          141.6     0       43.16              0.619        40.24         1          
  NGC3718           NGC3718                    173.1452208   53.06805556    0.00331          14.22     0       40.76              4.244        38.61         2          
  J1132+5257        UGC6527NED03               173.1676875   52.95044444    0.0264           115.42    0       43.56              0.648        42.04         1          
  NPM1G+10.0264     IC2921                     173.2053167   10.29647222    0.04401          194.89    0       43.72              2.452        ---           ---        
  113543+490215     MCG+08-21-065              173.9331958   49.03763889    0.02967          130.02    0       42.34              0.1          39.77         1          
  SBS1133+572       SBS1133+572                173.9544833   56.95233333    0.0507           225.41    0       44.17              0.333        42.24         1          
  NGC3735           NGC3735                    173.98875     70.53586111    0.00899          38.79     2       42.11              0.078        40.77         2          
  MRK739E           NGC3758E                   174.12244     21.59575       0.02972          130.16    0       43.64              0.077        ---           ---        
  Mrk739E           NGC3758E                   174.1224417   21.59575       0.0297           130.16    0       43.64              0.078        ---           ---        
  UGC6583           UGC6583                    174.2266667   19.97086111    0.02063          89.81     0       42.31              0.443        39.97         1          
  NGC3753           NGC3753                    174.4745833   21.98138889    0.02909          127.43    0       41.79              3.038        ---           ---        
  113834+252353     2MASXJ11383367+2523532     174.6404875   25.39813889    0.02534          110.69    0       42.55              0.06         40.63         1          
  HE1136-2304       LQAC174-023001             174.7129167   -23.35980556   0.02698          118.0     0       42.88              0.498        ---           ---        
  NGC3783           NGC3783                    174.7573417   -37.73858333   0.00972          41.97     2       43.33              0.284        40.06         4          
  SBS1136+594       SBS1136+594                174.787325    59.19855556    0.06006          269.02    0       43.94              1.272        42.70         4          
  UGC6614           UGC6614                    174.8119667   17.14355556    0.02117          92.19     0       41.52              2.062        39.99         1          
  NGC-3786          NGC3786                    174.9272958   31.90927778    0.00893          38.53     0       42.22              0.286        ---           ---        
  PG1138+222        PG1138+222                 175.3173417   21.93944444    0.06316          283.52    0       44.07              1.319        ---           ---        
  NGC3822           NGC3822                    175.5462875   10.27777778    0.02089          90.95     0       43.17              0.463        ---           ---        
  KUG1141+371       KUG1141+371                176.1244833   36.88575       0.03803          167.68    0       43.09              1.042        ---           ---        
  NGC3861           NGC3861                    176.266175    19.97355556    0.01697          73.67     0       41.94              1.96         39.68         1          
  3C264             NGC3862                    176.2708708   19.60638889    0.0217           94.54     0       42.17              1.989        38.97         1          
  UGC06728          UGC6728                    176.3167583   79.68147222    0.00651          28.04     0       41.97              0.019        ---           ---        
  2MASXJ11454045-   2MASXJ11454045-1827149     176.4186333   -18.45430556   0.03293          144.66    0       43.57              0.958        42.11         4          
  NGC3884           NGC3884                    176.5507667   20.39163889    0.02342          102.16    0       42.32              2.729        40.29         1          
  MRK1457           MRK1457                    176.8400458   52.44944444    0.04854          215.65    0       43.46              0.797        42.04         1          
  MCG+05-28-032     MCG+05-28-032              177.1914458   29.64111111    0.023            100.3     0       43.2               1.15         ---           ---        
  NGC3898           NGC3898                    177.3140417   56.08427778    0.00392          16.85     0       39.91              1.027        38.41         2          
  NGC3921           NGC3921                    177.7786375   55.07863889    0.01965          85.48     0       42.34              0.923        40.43         6          
  MCG-01-30-041     MCG-01-30-041              178.159       -5.206916667   0.0188           81.73     0       42.76              0.082        ---           ---        
  NGC3941           NGC3941                    178.2306583   36.98641667    0.0031           13.32     0       40.28              2.544        38.86         2          
  ESO320-G030       ESO320-G030                178.2988333   -39.13025      0.01077          46.54     0       42.33              0.017        ---           ---        
  NGC3945           NGC3945                    178.3072083   60.67555556    0.00427          18.36     0       39.85              5.247        38.38         2          
  Mrk42             Mrk42                      178.42405     46.21191667    0.02462          107.49    0       42.66              1.767        ---           ---        
  NGC3976           NGC3976                    178.9887083   6.749444444    0.00833          35.88     0       40.89              0.139        39.54         5          
  NGC3982           NGC3982                    179.1172042   55.12513889    0.0037           15.9      0       41.25              0.468        39.86         1          
  115704+524903     2MASXJ11570483+5249036     179.2701708   52.81769444    0.03548          156.15    0       43.37              0.992        41.45         1          
  NGC3998           NGC3998                    179.4838888   55.45347222    0.00349          15.0      0       41.61              1.875        39.88         2          
  NGC4013           NGC4013                    179.63075     43.92536111    0.00277          11.9      0       41.62              18.402       ---           ---        
  J1158+4243        IC0750                     179.7175042   42.72252778    0.00234          10.05     0       41.18              0.621        38.81         1          
  IC751             IC751                      179.71915     42.57027778    0.03118          136.79    0       43.63              0.166        41.72         1          
  CGCG041-020       CGCG041-020                180.2413917   6.806444444    0.03602          158.59    0       43.36              0.28         41.08         1          
  MRK1310           MRK1310                    180.3098208   -3.678055556   0.01955          85.04     0       42.41              0.679        ---           ---        
  NGC-4036          NGC4036                    180.3614708   61.89569444    0.00462          19.87     0       40.58              0.424        38.90         2          
  NGC4051           NGC4051                    180.7900583   44.53133333    0.00233          10.0      1       42.04              0.013        39.86         2          
  ARK347            NGC4074                    181.1236542   20.31619444    0.02243          97.77     0       43.25              0.979        ---           ---        
  UGC7064           UGC7064                    181.1805083   31.17727778    0.02498          109.09    0       43.35              0.013        41.52         1          
  NGC4102           NGC4102                    181.5957958   52.71097222    0.00282          12.11     0       40.85              4.682        37.47         1          
  NGC4111           NGC4111                    181.76305     43.0655        0.00267          11.34     0       39.54              0.364        38.88         2          
  NGC4117           NGC4117                    181.9421375   43.12641667    0.00311          13.36     0       40.32              0.791        39.09         1          
  Mrk198            Mrk198                     182.3088      47.05836111    0.0242           105.63    0       43.21              0.554        41.40         1          
  NGC4138           NGC4138                    182.3740833   43.68530556    0.00296          12.71     0       41.13              2.08         38.75         2          
  NGC4143           NGC4143                    182.4002667   42.53413889    0.00315          13.53     0       40.58              4.285        37.81         2          
  NGC4151           NGC4151                    182.6357458   39.40575       0.00332          14.26     1       43.06              4.556        41.61         2          
  KUG1208+386       KUG1208+386                182.6844875   38.33611111    0.02278          99.32     0       43.28              4.414        ---           ---        
  NGC4156           NGC4156                    182.7067167   39.47275       0.02252          98.17     0       42.18              1.353        40.15         1          
  NGC4168           NGC4168                    183.0719521   13.20530556    0.00762          32.85     0       40.11              2.699        38.66         1          
  NGC-4169          NGC4169                    183.07825     29.17933333    0.01261          54.56     0       41.59              1.475        41.75         2          
  J1212+2910        SDSSJ121230.72+291006.8    183.1280417   29.16861111    0.01369          59.29     0       41.82              0.257        38.93         1          
  J121303+070220    NGC4180                    183.2626958   7.038916667    0.00699          30.12     0       41.76              0.26         ---           ---        
  121309+323547     CGCG187-022                183.2888375   32.59633333    0.02488          108.65    0       42.4               0.402        40.68         1          
  NGC4194           NGC4194                    183.5394583   54.52694444    0.00834          35.97     2       42.84              0.296        42.43         1          
  WAS49a            WAS49a                     183.576075    29.52961111    0.06324          283.9     0       40.47              3.373        41.36         1          
  NGC4203           NGC4203                    183.7710642   33.19722222    0.00362          15.56     0       41.07              4.997        37.58         2          
  NGC4214           NGC4214                    183.9132083   36.32688889    9.7E-4           4.2       1       39.54              0.007        38.77         2          
  NGC-4224          NGC4224                    184.140775    7.462138889    0.00868          37.45     0       41.33              2.46         39.74         1          
  ESO505-IG030      ESO505-IG030               184.2380417   -26.20944444   0.03969          175.21    0       43.8               0.082        ---           ---        
  NGC-4235          NGC4235                    184.2911742   7.191416667    0.00803          34.63     0       41.92              1.01         40.65         2          
  NGC4253           NGC4253                    184.6104542   29.81283333    0.01292          55.92     1       43.41              0.955        39.22         1          
  NGC-4254          MESSIER099                 184.7066833   14.41638889    0.00802          34.58     0       41.67              0.054        39.54         2          
  NGC4258           MESSIER106                 184.7396025   47.30377778    0.00149          6.39      4       41.17              0.117        39.08         2          
  3C270             NGC4261                    184.8467517   5.825305556    0.00747          31.76     0       41.22              0.358        36.38         1          
  MS12170+0700      2MASXJ12193086+0643348     184.878625    6.726138889    0.08058          365.81    0       43.76              0.13         ---           ---        
  B21217+29         NGC4278                    185.0284342   29.28083333    0.00207          8.89      0       40.46              2.454        ---           ---        
  HB891219+047      [HB89]1219+047             185.4080958   4.507277778    0.09393          430.63    0       43.75              0.652        ---           ---        
  NGC4303           MESSIER061                 185.4787292   4.473638889    0.00522          22.46     0       41.42              0.126        39.84         2          
  2MASXJ12221536+   2MASXJ12221536+2821231     185.5640708   28.35666667    0.02796          122.38    0       41.79              0.835        ---           ---        
  NGC-4321          MESSIER100                 185.7284625   15.82247222    0.00524          22.55     0       41.67              0.025        38.04         1          
  122306+103716     NGC4325                    185.7778375   10.62122222    0.02548          112.3     0       41.16              0.155        39            1          
  MARK50            MARK50                     185.8505667   2.679138889    0.02342          102.16    0       42.62              3.671        ---           ---        
  SBS1221+585       SBS1221+585                185.9283667   58.24616667    0.01537          66.64     0       41.67              0.588        ---           ---        
  M84               MESSIER084                 186.2655971   12.88691667    0.00339          14.57     0       40.13              0.542        ---           ---        
  2MASXJ12251310+   2MASXJ12251310+3214020     186.3046958   32.23386111    0.05901          263.94    0       41.94              0.073        40.34         1          
  NGC4378           NGC4378                    186.3254292   4.92525        0.00853          36.8      0       41.08              2.999        39.13         2          
  NGC4387           NGC4387                    186.4236667   12.81055556    0.00156          6.69      0       37.15              1.659        35.47         1          
  NGC4388           NGC4388                    186.4447792   12.66219444    0.00841          36.28     4       43.14              0.304        41.88         2          
  NGC4395           NGC4395                    186.4535917   33.54675       0.00107          4.59      0       39.86              1.795        39.29         1          
  NGC-4402          NGC4402                    186.5318875   13.11277778    7.9E-4           3.39      0       39.74              0.147        36.18         1          
  NGC-4413          NGC4407                    186.6343667   12.611         3.5E-4           1.5       0       38.44              1.142        35.70         1          
  NGC-4438          NGC4438                    186.9399742   13.00886111    2.3E-4           0.99      0       38.77              0.09         37.20         2          
  NGC-4450          NGC4450                    187.1234583   17.08491667    0.00651          28.04     0       39.89              1.071        39.02         2          
  NGC-4459          NGC4459                    187.2500375   13.97858333    0.00397          17.07     0       41.46              0.194        37.97         2          
  NGC-4477          NGC4477                    187.5091583   13.63638889    0.00446          19.18     0       40.9               2.359        39.25         2          
  NGC-4500          NGC4500                    187.8423333   57.96463889    0.01037          44.8      0       42.05              0.257        41.27         7          
  NGC4501           MESSIER088                 187.9965042   14.42055556    0.0076           32.76     0       41.88              0.115        39.90         2          
  NGC-4536          NGC4536                    188.6127083   2.187916667    0.00603          25.96     0       41.9               0.333        39.45         2          
  NGC4507           NGC4507                    188.9026292   -39.90927778   0.01179          50.98     0       43.66              0.408        42.18         3          
  MESSIER089        MESSIER089                 188.9158638   12.55636111    0.00114          4.89      0       38.92              0.855        ---           ---        
  NGC-4565          NGC4565                    189.0865842   25.98769444    0.0041           17.63     0       41.31              4.3          39.38         2          
  NGC4569           MESSIER090                 189.2074708   13.16286111    0.00231          9.92      0       40.67              0.102        39.47         2          
  NGC4579           MESSIER058                 189.4313417   11.81802778    0.00506          21.77     0       41.72              4.658        39.74         2          
  ESO506-027        ESO506-G027                189.7274583   -27.30783333   0.02501          109.23    0       43.62              0.228        41.11         4          
  J1239-1610        2MASXJ12390630-1610472     189.7761875   -16.18002778   0.03665          161.44    0       43.56              0.8          ---           ---        
  NGC4593           NGC4593                    189.9142708   -5.344277778   0.00899          38.79     0       42.85              0.024        41.31         5          
  J1239+3458        MRK0653                    189.9652917   34.97486111    0.04303          190.42    0       43.56              0.939        40.84         1          
  MESSIER104        MESSIER104                 189.9976325   -11.62305556   0.00341          14.65     0       40.5               4.384        ---           ---        
  J124144+350345    NGC4619                    190.4356208   35.06275       0.02309          100.7     0       42.64              1.511        40.72         1          
  J124240+141744    NGC4634                    190.6706667   14.29586111    9.8E-4           4.2       0       39.84              0.155        ---           ---        
  NGC4636           NGC4636                    190.7076125   2.68775        0.00313          13.45     0       39.16              0.974        37.50         1          
  NGC-4666          NGC4666                    191.2857958   -0.461888889   0.0051           21.94     0       41.99              0.046        41.18         6          
  PG1244+026        GALEXASCJ124635.27+0222... 191.6469583   2.368861111    0.04814          213.81    0       43.76              1.061        ---           ---        
  NGC4686           NGC4686                    191.6661833   54.53419444    0.01672          72.57     0       42.44              1.918        ---           ---        
  NGC4698           NGC4698                    192.0954458   8.4875         0.00336          14.44     0       38.87              3.87         38.77         2          
  IRAS12468-1107    2MASXJ12493014-1124031     192.3756667   -11.40091667   0.04819          213.9     0       43.98              0.061        ---           ---        
  NGC-4725          NGC4725                    192.6107542   25.50072222    0.00402          17.28     0       39.19              0.268        38.90         2          
  SDSSJ12504+0013   UM521                      192.61425     0.229444444    0.04683          207.8     0       42.16              2.364        40.27         1          
  NGC4736           MESSIER094                 192.7210875   41.12044444    0.00103          4.42      0       41.38              6.049        37.49         2          
  NGC4748           NGC4748                    193.0519167   -13.41475      0.01462          63.36     0       42.59              0.033        ---           ---        
  NGC4772           NGC4772                    193.3715054   2.168333333    0.00347          14.91     0       40.39              2.257        38.45         2          
  Mrk231            Mrk231                     194.0593079   56.87369444    0.04217          186.36    0       45.31              1.783        ---           ---        
  ESO269-G012       ESO269-G012                194.1689042   -46.92619444   0.01671          72.53     4       40.82              0.087        ---           ---        
  125801+013433     NGC4845                    194.5049667   1.575833333    0.00411          17.67     0       41.42              0.183        39.50         1          
  J125805+281433    NGC4848                    194.5235208   28.24255556    0.0235           102.52    0       42.15              0.053        40.09         1          
  Mrk783            Mrk783                     195.7451708   16.40747222    0.06715          302.27    0       43.73              2.149        ---           ---        
  SBS1301+540       SBS1301+540                195.9979042   53.79169444    0.02988          130.97    0       42.64              3.013        40.81         4          
  NGC4941           NGC4941                    196.05475     -5.551277778   0.00369          15.86     0       41.49              0.053        41.13         3          
  NGC4939           NGC4939                    196.0599583   -10.33969444   0.01037          44.8      0       42.31              0.162        ---           ---        
  NGC4945           NGC4945                    196.3644875   -49.46819444   0.00187          8.03      2       42.41              1.041        ---           ---        
  ESO323-077        ESO323-G077                196.6088542   -40.41458333   0.015            65.02     0       43.8               0.109        ---           ---        
  NGC4968           NGC4968                    196.7749167   -23.67705556   0.00986          42.58     4       42.84              0.035        41.95         5          
  NGC4992           NGC4992                    197.27335     11.63413889    0.02512          109.72    0       43.28              2.577        39.77         1          
  NGC5005           NGC5005                    197.7342958   37.05891667    0.00315          13.53     0       41.19              0.675        38.81         2          
  IISZ10            IISZ10                     198.2741208   -11.12844444   0.03424          150.56    0       43.64              0.177        ---           ---        
  NGC-5033          NGC5033                    198.3644417   36.59397222    0.00292          12.54     0       40.58              0.037        39.52         2          
  UGC08327NED02     UGC08327NED02              198.8219375   44.40711111    0.03653          160.89    0       43.92              1.34         41.52         1          
  NGC5106           NGC5106NED02               200.2482875   8.978333333    0.03192          140.12    0       43.4               0.211        41.36         7          
  MCG-03-34-064     MCG-03-34-064              200.6019042   -16.72841667   0.01653          71.74     0       43.93              0.036        42.58         4          
  132348+431804     CGCG218-007                200.9518833   43.30116667    0.02726          119.25    0       42.43              0.681        41.61         1          
  NGC5128           NGC5128                    201.3650633   -42.99725      0.00182          7.81      1       42.78              7.413        ---           ---        
  NGC5135           NGC5135                    201.43358     -29.81811      0.01368          59.24     0       43.37              0.042        ---           ---        
  M51a              MESSIER051a                202.4696292   47.19516667    0.00154          6.61      1       40.74              0.026        40.09         8          
  NGC5195           MESSIER051b                202.4982917   47.268         0.00149          6.39      0       40.65              0.866        36.83         2          
  MRK789            MRK789                     203.1009917   11.10633333    0.03146          137.92    0       42.71              0.041        40.90         1          
  J1335+0259        NGC5231                    203.9510375   2.998972222    0.02174          94.72     0       43.01              0.903        40.63         1          
  ESO383-G035       ESO383-G035                203.9737792   -34.29555556   0.00774          33.37     0       42.99              0.302        41.31         5          
  1327+4326         UGC8621                    204.416125    39.15494444    0.02008          87.38     0       42.91              0.682        40.52         1          
  NGC5256           NGC5256                    204.5729167   48.27805556    0.02808          121.84    2       43.08              0.05         41.29         1          
  NGC5253           NGC5253                    204.9831796   -31.64008333   0.00135          5.79      1       41.86              0.121        40.81         6          
  NGC5283           NGC5283                    205.2739958   67.67208333    0.0104           44.93     0       41.61              0.052        40.97         3          
  MRK0268           MRK0268                    205.2964083   30.37813889    0.03983          175.85    0       43.69              0.738        42.08         9          
  R14.01            2MASXJ13411287-1438407     205.3037667   -14.64441667   0.04176          184.63    0       43.81              0.106        ---           ---        
  B2_1339+26        UGC8669NED01               205.4547667   26.37227778    0.07568          342.69    0       40.55              1.711        ---           ---        
  NGC5273           NGC5273                    205.5347417   35.65419444    0.00362          15.56     0       41.0               2.615        39.68         1          
  J1344+1933        CGCG102-048                206.06525     19.56666667    0.02705          118.31    0       42.45              0.984        40.22         1          
  Mrk273            Mrk273                     206.1754625   55.86588889    0.03775          166.41    0       44.02              1.051        ---           ---        
  NGC-5290          NGC5290                    206.3299167   41.71261111    0.00858          37.01     0       41.88              1.085        39.93         1          
  MRK1361           MRK1361                    206.7681542   11.10636111    0.0226           98.44     0       43.2               0.111        41.88         1          
  2E1346+2646       2MASXJ13483499+2631093     207.1456083   26.51947222    0.05887          263.47    0       43.53              1.349        ---           ---        
  B2_1346+26        CGCG162-010                207.2188958   26.59277778    0.06326          283.8     0       40.83              0.085        ---           ---        
  IC4329            IC4329                     207.272125    -30.29583333   0.01513          65.59     0       39.17              0.858        ---           ---        
  UM614             UM614                      207.4701667   2.079166667    0.03268          143.53    0       43.26              0.917        ---           ---        
  Mrk279            UGC8823                    208.2643625   69.30825       0.03043          133.43    0       43.54              0.905        41.41         5          
  NGC5347           NGC5347                    208.3243083   33.49080556    0.00778          33.54     2       42.75              0.073        40.34         1          
  NGC-5350          NGC5350                    208.340125    40.36397222    0.00774          33.37     0       40.84              0.082        39.09         1          
  NGC-5353          NGC5353                    208.3612208   40.28302778    0.00775          33.41     0       41.14              0.63         38.59         2          
  UGC8850           UGC8850                    209.0119625   18.37202778    0.05032          223.84    0       44.99              2.876        41.36         1          
  NGC-5394          NGC5394                    209.6402167   37.4535        0.01149          49.68     0       41.85              0.689        38.34         1          
  NGC-5395          NGC5395                    209.6582625   37.42455556    0.0117           50.59     0       41.72              1.243        38.86         1          
  UM625             UM625                      210.169025    -1.921666667   0.02498          109.09    0       42.69              0.488        41.34         1          
  PG1404+226        PG1404+226                 211.5911792   22.39608333    0.09793          450.16    0       44.0               0.091        ---           ---        
  IC4374            IC4374                     211.8740092   -27.01783333   0.0218           94.89     0       40.89              0.143        ---           ---        
  Circinus          CircinusGalaxy             213.2914583   -65.33922222   0.00145          6.22      4       43.55              3.673        40.95         3          
  NGC5506           NGC5506                    213.31205     -3.207555556   0.00618          26.61     2       43.48              6.224        41.45         3          
  NGC5548           NGC5548                    214.4980583   25.13675       0.01716          74.51     0       43.55              1.447        40.59         2          
  142441+263731     CGCG163-041                216.1688542   26.62536111    0.03713          163.61    0       42.28              2.118        40.18         1          
  142758+263016     IC4436                     216.992425    26.50452778    0.03234          142.0     0       41.29              2.477        39.91         1          
  MRK684            MRK684                     217.7699292   28.28719444    0.04605          204.22    0       43.59              0.452        ---           ---        
  NGC5643           NGC5643                    218.1697625   -44.17472222   0.004            17.2      2       42.06              0.017        41.36         3          
  NGC5674           NGC5674                    218.4676792   5.458222222    0.02491          108.78    0       43.28              0.586        ---           ---        
  Zw047.107         CGCG047-107                218.71095     3.645166667    0.02863          125.37    0       41.98              0.825        39.70         1          
  MARK474           NGC5683                    218.7185292   48.66194444    0.0362           159.4     0       42.58              0.697        ---           ---        
  MRK817            UGC9412                    219.09195     58.79419444    0.03143          137.92    0       44.28              1.868        41.84         5          
  NGC5695           NGC5695                    219.3421792   36.56761111    0.01408          60.99     0       41.62              1.627        40.70         1          
  144012+024743     TOLOLO1437+030             220.0529167   2.795416667    0.02983          130.29    0       42.58              0.061        41.29         1          
  Mrk477            Mrk477                     220.1587375   53.50433333    0.0377           166.19    0       43.69              0.528        43.61         3          
  Mrk478            Mrk478                     220.5310958   35.43977778    0.079            358.54    0       44.5               0.204        ---           ---        
  NGC5728           NGC5728                    220.5995708   -17.253        0.00935          40.36     4       42.36              0.044        42.16         3          
  NGC-5746          NGC5746                    221.2329917   1.954694444    0.00575          24.75     0       40.66              1.467        38.93         2          
  CGCG164-019       CGCG164-019                221.4035042   27.03472222    0.02988          130.97    2       43.43              0.004        41.88         1          
  3C305             IC1065                     222.3398875   63.2705        0.04161          183.94    0       42.93              1.79         41.99         1          
  PG1448+273        PG1448+273                 222.7865125   27.15747222    0.06496          291.97    0       43.83              1.089        ---           ---        
  NGC5793           NGC5793                    224.8531667   -16.69330556   0.01164          50.33     4       42.1               0.066        ---           ---        
  Mrk841            Mrk841                     226.0050042   10.43783333    0.0364           160.31    0       44.07              0.109        41.47         4          
  MRK1392           MRK1392                    226.4856375   3.707166667    0.03611          158.99    0       43.8               1.219        ---           ---        
  NGC-5850          NGC5850                    226.782025    1.544138889    0.00852          36.75     0       39.32              1.243        38.25         1          
  IRAS15091-2107    2MASXJ15115979-2119015     227.999175    -21.31719444   0.04458          197.5     0       44.14              0.059        43.29         5          
  NGC5899           NGC5899                    228.7634333   42.04955556    0.00854          36.84     0       41.92              2.173        40.93         5          
  CGCG021-063       CGCG021-063                229.1675792   0.250611111    0.05245          233.67    0       43.55              0.827        41.02         1          
  NGC-5908          NGC5908                    229.1800833   55.40925       0.01102          47.63     0       42.43              0.673        ---           ---        
  3C317             UGC9799                    229.1853708   7.021388889    0.03446          151.41    0       40.65              0.217        ---           ---        
  VV705NED01        VV705NED01                 229.5256208   42.74577778    0.04029          177.94    0       43.47              0.637        41.65         1          
  CGCG319-007       CGCG319-007                229.8903583   65.59969444    0.04397          194.71    0       43.75              0.975        ---           ---        
  NGC5940           NGC5940                    232.8252917   7.457777778    0.03391          149.07    0       43.49              1.307        ---           ---        
  NGC5953           NGC5953                    233.6349292   15.19391667    0.00655          28.21     0       42.23              0.864        41            5          
  F15327+2340       ARP220                     233.7385625   23.50302778    0.01811          78.69     0       43.1               0.607        41.27         1          
  UGC9944           UGC9944                    233.9494333   73.45052778    0.02451          107.0     0       43.68              0.038        42.20         5          
  Mrk290            Mrk290                     233.9681708   57.9025        0.02956          129.53    0       43.64              2.92         41.72         4          
  NGC-5985          NGC5985                    234.9045417   59.33197222    0.00839          36.19     0       39.77              1.913        39.06         2          
  1546242+6929102   2MASXJ15462424+6929102     236.6013792   69.48619444    0.03736          164.65    0       42.45              0.037        ---           ---        
  NGC5995           NGC5995                    237.1039792   -13.75777778   0.02518          109.98    0       44.07              0.307        42.97         3          
  1548-0344         2MASXJ15504152-0353175     237.6729292   -3.888277778   0.0303           132.76    0       43.68              0.003        42.63         5          
  KAZ49             CGCG319-034                239.264375    63.84113889    0.03008          131.86    0       42.31              0.012        ---           ---        
  SDSSJ15589+0248   2MASXJ15585579+0248338     239.7325      2.809472222    0.04646          206.1     0       42.66              2.212        ---           ---        
  MRK493            UGC10120                   239.7901208   35.02972222    0.03131          137.38    0       43.65              1.618        38.20         1          
  NGC6051           NGC6051                    241.2361167   23.93277778    0.03193          140.16    0       40.49              3.606        ---           ---        
  160534+323940     CGCG195-013                241.3943625   32.66138889    0.02964          129.89    0       41.84              0.762        40.22         1          
  161605-224700     ESO516-G010                244.022375    -22.78333333   0.0259           113.19    0       41.18              0.077        ---           ---        
  B21615+32         3C332                      244.4271833   32.37619444    0.15091          717.69    0       44.44              8.144        ---           ---        
