count2019, Source_Name, RA, Dec, Velo, Date-Obs, Tsys, Int, Rms1, Vlo1, Vhi1, Rms2, Vlo2, Vhi2
4909,145211-001522,223.046,-0.256111,12891,2008-04-03,49.8,15,3.7,11431,14364,3.5,14069,17052
4910,145307+033217,223.28,3.53817,10001,2006-10-15,41.8,10,3.8,8568,11447,3.6,11157,14085
4911,J1453+0812,223.343,8.20589,8601,2015-02-16,44.8,9,4.8,7270,9944,?,?,?
4912,145325+042516,223.355,4.42117,8693,2008-04-07,45.6,10,4.1,7272,10127,3.9,9839,12742
4913,145325+021810,223.355,2.30303,8094,2008-05-06,42.8,10,4.0,6679,9522,4.0,9236,12127
4914,NGC5783,223.368,52.0761,2337,2010-02-12,30.3,10,2.7,974,3712,2.6,3436,6220
4915,J1453+2400,223.387,24.0095,5223,2015-01-09,40.9,10,4.3,3834,6625,?,?,?
4916,UGC9588,223.55,30.2089,2823,2010-04-13,43.0,5,5.6,1455,4203,4.9,3926,6719
4917,UGC9588,223.55,30.2088,2823,2010-02-25,32.2,10,2.9,1456,4203,2.7,3926,6718
4918,J145455+173647,223.733,17.6131,9807,2013-05-02,52.0,10,5.4,8376,11251,?,?,?
4919,MRK479,223.748,18.0372,6070,2009-11-07,38.1,10,3.5,4673,7479,3.3,7197,10050
4920,145524+372521,223.853,37.4225,9023,2006-11-22,40.7,10,3.8,8737,11619,3.8,6469,9309
4921,145608-225653,224.036,-22.948,9716,2009-01-21,41.6,10,3.7,8286,11159,3.7,10870,13792
4922,NGC-5797,224.1,49.6961,3978,2008-03-10,65.9,10,7.0,2600,5368,5.8,5089,7904
4923,J1456+2436,224.13,24.6097,9839,2015-01-09,39.3,10,3.9,8408,11283,?,?,?
4924,UGC09618NED02,224.253,24.6175,10200,2003-12-13,34.1,184,0.7,9855,12759,?,?,?
4925,UGC09618NED02,224.253,24.6174,10600,2003-11-08,36.1,136,1.2,9177,12067,?,?,?
4926,UGC09618NED02,224.253,24.6174,10094,2003-11-03,60.5,56,2.9,8675,11556,?,?,?
4927,UGC9618b,224.253,24.6175,10094,2013-11-23,45.5,30,3.1,8660,11541,?,?,?
4928,UGC9618b,224.253,24.6175,10094,2009-01-08,32.8,50,2.3,8660,11541,?,?,?
4929,UGC9618b,224.253,24.6175,10094,2010-01-11,25.7,10,2.9,8660,11541,2.4,11251,14180
4930,UGC9618b,224.253,24.6175,10094,2011-12-05,48.2,10,5.3,8660,11541,?,?,?
4931,UGC9618b,224.253,24.6175,10094,2012-11-05,30.8,10,3.2,8660,11541,?,?,?
4932,UGC9618b,224.253,24.6175,10094,2010-02-25,28.0,10,4.1,8660,11541,?,?,?
4933,145709+483802,224.289,48.6339,10606,2007-01-18,36.3,10,3.3,9167,12058,3.1,11767,14706
4934,145711.8+630040,224.299,63.011,12798,2012-03-10,37.1,10,3.7,11339,14270,?,?,?
4935,NGC5798,224.408,29.9686,1788,2009-12-16,32.3,10,2.8,430,3158,2.8,2883,5657
4936,1455+28,224.474,28.5386,42310,2004-03-17,30.0,28,1.5,40563,44074,?,?,?
4937,NGC-5792,224.595,-1.09111,1924,2005-10-02,106.9,5,16.2,1787,4541,16.0,-648,2060
4938,UGC9639,224.65,44.8836,10802,2008-12-18,49.6,80,1.6,9362,12255,?,?,?
4939,145835+445301,224.65,44.8836,10860,2007-01-18,35.2,10,3.1,9419,12314,3.1,12022,14966
4940,UGC9639,224.65,44.8836,10802,2014-12-14,50.0,10,5.1,9362,12255,?,?,?
4941,UGC9639,224.65,44.8836,10802,2007-10-29,32.6,40,1.5,9362,12256,?,?,?
4942,UGC9639,224.65,44.8836,10802,2010-01-11,25.4,10,9.0,9362,12255,2.4,11964,14907
4943,UGC9639,224.65,44.8836,10802,2011-12-05,48.1,13,9.5,9362,12255,?,?,?
4944,UGC9639,224.65,44.8836,10802,2012-11-05,30.0,20,2.1,9362,12256,?,?,?
4945,UGC9639,224.65,44.8836,10802,2010-02-25,27.2,10,11.5,9362,12255,?,?,?
4946,UGC9639,224.65,44.8836,10802,2011-06-02,52.0,20,5.5,9362,12256,?,?,?
4947,UGC9639,224.65,44.8836,10802,2007-04-14,44.0,80,1.4,9362,12256,?,?,?
4948,145835+445301,224.65,44.8836,10860,2007-02-05,29.1,60,1.1,9419,12314,?,?,?
4949,NGC-5820,224.666,53.8861,3335,2008-03-10,71.5,10,6.7,1963,4719,6.5,4442,7244
4950,SDSSJ14590+6113,224.756,61.2314,11700,2016-03-30,46.4,10,4.5,10342,13071,?,?,?
4951,NGC5793,224.817,-16.6861,3491,2004-01-31,39.1,16,3.2,2118,4877,?,?,?
4952,NGC5793,224.825,-16.6703,3491,2004-01-30,42.5,20,2.8,2118,4877,?,?,?
4953,NGC5793,224.838,-16.6612,3491,2004-01-14,37.0,8,4.2,2118,4877,?,?,?
4954,NGC5793,224.853,-16.6932,3491,2004-04-30,64.8,8,7.0,2117,4877,?,?,?
4955,NGC5793,224.853,-16.6934,3491,2005-02-03,61.7,12,6.6,2118,4877,?,?,?
4956,NGC5793,224.853,-16.6933,3491,2012-12-13,42.7,20,3.4,2117,4877,?,?,?
4957,calNGC5793,224.853,-16.6933,3491,2013-03-02,55.3,2,14.5,2118,4877,?,?,?
4958,NGC5793,224.853,-16.6933,3491,2012-11-05,39.7,10,4.2,2117,4877,?,?,?
4959,CGCG076-121,224.91,13.215,12814,2012-02-21,43.6,10,4.9,11355,14286,?,?,?
4960,1457+29,224.925,29.0592,43770,2004-03-17,29.9,28,1.8,42009,45549,?,?,?
4961,145944+475642,224.935,47.945,9353,2007-01-18,36.5,10,3.5,7926,10793,3.2,10504,13419
4962,150000+015328,225.002,1.89133,1199,2008-05-06,45.0,10,4.0,-153,2564,3.9,2290,5053
4963,NGC5806,225.002,1.89111,1359,2013-03-02,47.6,15,4.3,5,2725,?,?,?
4964,SDSSJ15001+0338,225.05,3.63886,13200,2016-02-09,42.5,10,4.4,11829,14584,?,?,?
4965,150024+033007,225.102,3.502,13190,2008-05-06,43.2,10,3.8,11727,14666,3.5,14370,17359
4966,150035+535808,225.146,53.969,10098,2007-01-18,34.3,10,2.9,8664,11545,3.0,11255,14184
4967,150046+495937,225.192,49.9936,4063,2006-10-14,34.5,10,3.4,2684,5454,3.1,5175,7991
4968,150106+245436,225.277,24.91,10123,2008-02-03,37.8,10,3.3,8689,11570,3.1,11280,14210
4969,SDSSJ15014+0204,225.36,2.06972,12721,2016-02-09,43.6,10,4.2,11354,14100,?,?,?
4970,MRK837,225.401,16.7297,9589,2010-01-10,24.9,10,2.3,8160,11031,2.3,10742,13662
4971,MRK837,225.401,16.7297,9589,2009-11-07,48.3,5,6.6,8160,11031,6.2,10742,13662
4972,MARK1494,225.412,10.4204,9200,2016-03-05,48.8,10,4.6,7863,10548,?,?,?
4973,1501395-0722408,225.415,-7.37803,7012,2010-11-12,38.3,10,3.7,5606,8430,3.5,8146,11017
4974,150244-221929,225.687,-22.3247,11365,2009-01-21,39.4,10,3.7,9919,12824,3.4,12531,15485
4975,150253+524255,225.721,52.7154,10796,2006-10-14,32.8,10,2.9,9356,12249,3.0,11958,14901
4976,SDSSJ15031+1110,225.799,11.1742,12800,2016-03-05,45.2,8,5.1,11432,14180,?,?,?
4977,J150350+420655,225.96,42.1154,5058,2013-05-02,51.2,5,7.4,3671,6458,?,?,?
4978,Mrk841,226.005,10.4378,10919,2008-02-03,44.7,10,4.1,9478,12374,3.9,12082,15027
4979,J150440+123800,226.169,12.6334,8663,2013-05-02,53.6,10,5.4,7242,10096,?,?,?
4980,150447+081016,226.197,8.17131,9410,2008-02-03,43.0,10,3.9,7983,10850,3.6,10562,13478
4981,B2_1502+26,226.238,26.0161,16129,2004-01-21,34.1,20,2.1,14639,17633,?,?,?
4982,150460+231059,226.25,23.1831,10317,2008-02-15,38.6,10,3.5,8881,11766,3.2,11475,14409
4983,J1505+0809,226.325,8.15356,11760,2015-03-28,35.1,29,2.0,10401,13131,?,?,?
4984,J1505+0809,226.325,8.15361,11760,2015-02-16,42.3,10,4.2,10401,13131,?,?,?
4985,J1505+0611,226.351,6.19236,9181,2015-03-28,36.6,10,3.8,7845,10529,?,?,?
4986,NGC-5838,226.359,2.09944,1363,2005-10-01,91.9,5,12.9,1227,3970,13.9,-1199,1499
4987,J1505+2341,226.363,23.6884,4870,2015-01-09,41.1,10,4.4,3484,6268,?,?,?
4988,IRASF15033+2617,226.366,26.0915,16579,2005-02-01,26.0,24,1.4,16220,19245,?,?,?
4989,150543+442417,226.432,44.4049,8496,2007-02-05,29.1,10,2.6,7077,9928,2.5,9641,12540
4990,MRK1392,226.486,3.70717,10833,2008-02-03,44.5,10,3.9,9392,12287,4.1,11995,14939
4991,150637+092618,226.653,9.43878,8342,2008-02-03,44.6,10,3.9,6924,9772,3.8,9486,12382
4992,NGC5851,226.722,12.8586,6500,2003-03-04,33.4,30,1.9,5099,7913,?,?,?
4993,J1506+1250,226.735,12.8468,6682,2014-12-14,53.3,10,5.2,5280,8097,?,?,?
4994,NGC-5850,226.782,1.54414,2556,2005-10-01,86.6,5,12.6,2419,5184,12.0,-26,2693
4995,NGC-5859,226.895,19.5822,4762,2005-10-04,57.4,5,7.6,4623,7429,8.1,2141,4901
4996,MARK845,226.938,51.4531,12600,2016-03-29,46.2,7,5.9,11234,13978,?,?,?
4997,150809+011457,227.041,1.24939,10601,2006-10-15,42.7,10,3.8,9162,12053,3.5,11762,14701
4998,150813-110827,227.056,-11.1408,5024,2008-11-29,44.1,10,4.2,3637,6424,3.8,6143,8977
4999,150822+014754,227.094,1.79858,1798,2008-05-06,48.6,10,4.4,440,3168,4.4,2894,5667
5000,J150831+191103,227.13,19.1843,6112,2013-05-02,53.0,9,6.0,4715,7522,?,?,?
5001,150839+041557,227.165,4.26586,10934,2006-12-05,31.7,10,2.8,9492,12389,3.0,12097,15042
5002,150841+235455,227.171,23.9153,10904,2008-02-15,38.5,10,3.4,9463,12358,3.2,12067,15012
5003,2MASXJ15084264+,227.177,28.1711,7937,2010-02-01,29.8,10,2.8,6523,9364,2.5,9078,11966
5004,IRAS15065-1107,227.205,-11.2078,2105,2013-03-02,51.3,14,4.7,744,3478,?,?,?
5005,150851+024802,227.213,2.80072,13490,2008-05-06,43.8,10,3.8,12025,14969,3.9,14672,17667
5006,150856+522646,227.236,52.4461,11368,2006-10-14,32.3,10,2.8,9922,12827,2.9,12534,15488
5007,CGCG077-021,227.287,9.03928,13275,2003-11-08,40.0,36,1.9,11826,14767,?,?,?
5008,150913+523142,227.305,52.5285,3505,2006-10-14,34.5,10,3.4,2131,4891,3.2,4613,7418
5009,NGC-5875,227.305,52.5284,3527,2008-03-10,65.6,10,6.2,2153,4913,6.0,4635,7441
5010,NGC5861,227.317,-11.3217,1851,2012-03-10,46.1,10,4.8,492,3222,?,?,?
5011,J1509+1051,227.321,10.8515,6631,2014-12-14,53.2,10,5.7,5229,8046,?,?,?
5012,150922+105629,227.343,10.9413,8300,2008-02-15,43.2,10,4.0,6883,9730,3.7,9443,12339
5013,150943+012323,227.432,1.38992,8475,2006-10-15,42.8,10,4.0,7056,9907,3.7,9620,12519
5014,151007+095716,227.529,9.95436,10695,2008-02-15,44.3,10,3.9,9256,12147,4.0,11856,14797
5015,151029-021007,227.623,-2.16861,11139,2006-10-15,42.8,10,3.9,9695,12596,3.8,12304,15253
5016,151104+041737,227.771,4.29383,12591,2008-05-29,43.6,15,3.1,11134,14061,3.1,13767,16744
5017,151108+041214,227.784,4.20397,10649,2006-11-18,43.0,10,4.4,9210,12101,3.9,11810,14750
5018,UGC09756NED01,227.851,6.34414,11938,2003-11-08,48.2,40,2.5,10501,13417,?,?,?
5019,151126+040953,227.862,4.16483,11186,2006-11-18,41.6,10,3.6,9742,12643,4.0,12351,15301
5020,151135+023806,227.898,2.63528,11651,2006-11-18,41.0,10,3.6,10203,13112,4.0,12819,15779
5021,151135+023806,227.898,2.63528,11651,2012-02-21,48.4,10,4.9,10203,13112,?,?,?
5022,IRAS15091-2107,227.999,-21.3172,13373,2011-02-09,38.9,20,2.7,11909,14851,?,?,?
5023,J1512+2117,228.009,21.2982,4707,2015-01-23,43.1,10,4.5,3323,6104,?,?,?
5024,151229-215241,228.123,-21.8781,4317,2008-11-29,52.4,10,5.1,2936,5710,4.7,5431,8251
5025,J1512+2634,228.155,26.5766,9869,2015-01-23,40.3,10,4.3,8437,11314,?,?,?
5026,3C315,228.417,26.1253,32468,2004-03-17,30.6,28,1.6,30820,34132,?,?,?
5027,SDSSJ15137+0421,228.43,4.36222,11269,2016-02-09,43.3,10,4.2,9915,12636,?,?,?
5028,151422+501946,228.593,50.3297,11062,2006-10-14,32.6,10,3.0,9619,12518,2.9,12226,15174
5029,CGCG165-035,228.666,26.5942,9649,2015-02-11,38.9,52,1.9,8309,11001,?,?,?
5030,J1514+2635,228.666,26.5942,9652,2015-01-23,40.6,10,5.5,8222,11095,?,?,?
5031,NGC5899,228.764,42.05,2562,2013-05-02,53.9,10,5.8,1197,3939,?,?,?
5032,NGC5899,228.765,42.0496,2600,2003-03-07,46.5,30,2.6,1235,3978,?,?,?
5033,151505+421234,228.771,42.2094,2490,2008-02-07,52.8,20,3.5,1126,3867,3.2,3590,6377
5034,151505+430902,228.773,43.1506,5372,2008-02-07,50.5,20,3.2,3981,6775,3.0,6494,9334
5035,2MASXJ15153066+,228.878,2.75114,11425,2012-02-21,49.3,10,5.6,9979,12884,?,?,?
5036,2MASXiJ1515483+,228.951,20.0225,10882,2010-01-10,24.6,10,16.2,9441,12336,2.3,12045,14989
5037,SDSSJ15161+0348,229.031,3.80128,12500,2016-02-09,42.8,10,4.1,11135,13877,?,?,?
5038,J151618+245206,229.079,24.8663,6746,2015-01-23,42.3,10,4.2,5343,8162,?,?,?
5039,J1516+0806,229.09,8.10136,9283,2015-02-16,44.1,10,4.4,7946,10632,?,?,?
5040,RXSJ15165+2058,229.144,20.9771,12000,2016-02-27,40.1,10,3.9,10639,13373,?,?,?
5041,3C317,229.15,7.02372,10330,2004-01-31,37.0,28,2.3,8894,11779,?,?,?
5042,CGCG021-063,229.168,0.250611,15736,2014-01-03,37.1,5,6.1,14250,17236,?,?,?
5043,NGC-5908,229.18,55.4093,3306,2008-03-10,64.5,10,6.2,1934,4690,5.8,4413,7214
5044,3C317,229.185,7.02139,10330,2003-10-31,46.8,32,2.6,8894,11779,?,?,?
5045,1516491+6513268,229.205,65.2241,13433,2010-11-12,35.5,10,3.0,11968,14911,3.1,14615,17608
5046,J151657+085322,229.239,8.88947,10018,2015-03-28,35.4,10,3.5,8674,11374,?,?,?
5047,151714+032203,229.312,3.36772,10776,2006-11-18,42.1,10,3.8,9336,12229,3.8,11938,14880
5048,SDSSJ151732.83+,229.387,0.468056,15638,2014-01-03,40.2,10,4.0,14153,17137,?,?,?
5049,CGCG049-106,229.465,5.10772,11603,2003-11-08,38.9,36,1.8,10169,13079,?,?,?
5050,J151800+133135,229.5,13.5265,7480,2013-05-02,54.2,10,5.7,6070,8902,?,?,?
5051,VV705NED01,229.525,42.7458,12087,2012-11-24,38.5,7,4.6,10635,13553,?,?,?
5052,151809.2+044310,229.538,4.71947,11543,2012-03-10,37.6,8,5.0,10096,13003,?,?,?
5053,1518582+2048556,229.742,20.8154,12568,2010-11-29,36.7,10,3.3,11111,14038,3.3,13743,16720
5054,151913+032549,229.805,3.43036,14090,2008-05-06,45.3,10,3.9,12619,15575,3.8,15277,18283
5055,J1519+0800,229.809,8.00417,9653,2015-02-16,43.8,10,5.0,8313,11005,?,?,?
5056,J1519+0429,229.811,4.49453,9847,2015-03-28,37.0,10,3.6,8505,11201,?,?,?
5057,MCG+11-19-005,229.841,65.5777,13311,2012-11-29,33.7,10,3.6,11847,14788,?,?,?
5058,CGCG319-007,229.89,65.5997,13191,2012-01-15,59.3,10,5.6,11728,14667,?,?,?
5059,151945+005245,229.939,0.879278,14989,2008-05-06,46.0,10,4.1,13510,16482,3.8,16183,19206
5060,IRAS15179+3956,229.946,39.7606,14261,2013-03-09,41.3,15,3.5,12788,15747,?,?,?
5061,152019+525356,230.082,52.8991,11142,2007-01-18,34.0,37,1.7,9699,12599,?,?,?
5062,152041+490623,230.172,49.1065,11491,2006-10-14,32.6,10,2.7,10044,12951,3.3,12658,15614
5063,SBS1519+496,230.209,49.5142,4543,2010-02-12,30.0,10,2.7,3160,5938,2.5,5659,8483
5064,152053+082349,230.222,8.39678,9298,2008-02-15,45.3,10,4.0,7872,10737,3.7,10449,13363
5065,J1520-0234,230.231,-2.57794,2015,2015-01-08,36.7,10,5.5,655,3387,?,?,?
5066,CGCG249-018,230.236,45.72,8118,2010-02-12,26.4,10,2.3,6702,9546,13.8,9260,12152
5067,UGC9826,230.388,39.2007,8842,2016-05-24,78.0,9,9.3,7508,10187,?,?,?
5068,2MASXJ15213409+,230.392,21.1789,12300,2009-11-07,42.1,10,3.9,10846,13768,3.5,13473,16445
5069,NGC-5921,230.485,5.07056,1480,2005-10-01,74.5,5,10.3,1344,4089,10.4,-1084,1616
5070,MS15198-0633,230.62,-6.74478,24919,2011-02-09,33.6,40,1.7,23345,26508,?,?,?
5071,152254+460431,230.729,46.0753,11103,2007-02-05,28.9,10,2.6,9660,12559,2.6,12267,15216
5072,J152255+145956,230.732,14.9991,7013,2013-05-02,54.0,10,5.6,5608,8431,?,?,?
5073,ABELL2063,230.757,8.63947,10474,2010-01-10,25.7,10,2.2,9037,11924,2.4,11633,14570
5074,152319.4+205321,230.831,20.8892,14658,2012-12-11,41.9,10,4.1,13182,16148,?,?,?
5075,J152324+124256,230.853,12.7151,6189,2015-03-28,35.5,10,3.6,4878,7511,?,?,?
5076,B2_1521+28,230.862,28.6255,24733,2004-01-23,23.1,20,1.5,23161,26320,?,?,?
5077,J1523+2332,230.97,23.5476,8698,2014-11-03,61.3,10,6.8,7277,10132,?,?,?
5078,152412+083241,231.052,8.54475,11126,2008-02-15,44.3,5,5.6,9683,12582,5.6,12290,15239
5079,152412+083241,231.052,8.54475,11126,2008-03-10,44.4,10,3.6,9683,12582,4.0,12290,15239
5080,CGCG077-117,231.052,8.54475,11120,2003-11-08,39.6,36,2.0,9692,12592,?,?,?
5081,SDSSJ15242+045,231.07,4.85539,10800,2016-02-09,44.0,10,4.3,9450,12162,?,?,?
5082,2MASXJ15244257+,231.177,29.4506,10192,2012-11-29,34.1,10,3.4,8757,11640,?,?,?
5083,J1525-0142,231.314,-1.70997,8215,2015-01-08,36.1,10,3.9,6799,9644,?,?,?
5084,152516-014907,231.318,-1.81878,8117,2006-12-05,33.3,10,3.0,6701,9545,2.9,9259,12151
5085,UGC-9841,231.392,18.2772,4392,2005-10-04,57.3,5,7.8,4253,7052,7.6,1777,4531
5086,152549+250445,231.453,25.079,9977,2008-02-29,38.1,10,3.4,8544,11423,3.1,11133,14060
5087,152552+542218,231.469,54.3717,11827,2007-01-18,33.9,20,2.1,10377,13290,2.3,12997,15959
5088,152606+414014,231.526,41.6707,2489,2006-11-13,52.8,15,3.9,2215,4976,4.2,42,2763
5089,NGC5929,231.527,41.6704,2500,2003-03-07,48.6,30,2.8,1135,3877,?,?,?
5090,152622.2+092347,231.593,9.39642,9701,2012-02-28,39.3,10,4.2,8271,11144,?,?,?
5091,2MASXJ15264508+,231.688,3.62203,15403,2014-01-03,38.6,10,4.0,13920,16900,?,?,?
5092,B2_1525+29,231.935,28.9186,19533,2004-01-23,23.5,20,1.4,18011,21069,?,?,?
5093,152808+035729,232.036,3.95817,11433,2006-10-18,51.8,10,4.4,9987,12893,4.6,12600,15555
5094,J1528+4255,232.053,42.9299,5567,2015-03-12,36.4,10,3.7,4262,6884,?,?,?
5095,152834-010730,232.143,-1.12506,14989,2008-05-06,46.1,10,4.0,13510,16482,3.9,16183,19206
5096,152858+224439,232.242,22.7442,9087,2008-02-29,38.7,10,3.6,7663,10524,3.4,10236,13146
5097,J1529-0109,232.309,-1.15911,8507,2015-01-08,35.8,10,3.6,7088,9939,?,?,?
5098,152932+030311,232.386,3.05311,11594,2006-10-18,52.0,10,4.7,10146,13055,4.5,12762,15720
5099,Mrk1098,232.419,30.4858,10710,2003-11-02,47.8,28,16.1,9270,12163,?,?,?
5100,J1529+4255,232.437,42.9186,5496,2015-03-12,36.0,10,3.6,4191,6812,?,?,?
5101,NGC-5936,232.503,12.9894,4004,2005-10-04,61.1,5,8.5,3866,6657,8.6,1396,4142
5102,153017+321300,232.572,32.2167,9074,2006-11-22,40.6,10,4.0,8788,11671,3.9,6519,9360
5103,153047+435636,232.697,43.9434,10580,2007-02-05,29.1,10,2.5,9142,12031,2.5,11740,14679
5104,NGC5940,232.825,7.45778,10172,2009-11-07,36.5,10,3.2,8737,11620,3.3,11329,14260
5105,2MASXJ15314126+,232.922,20.325,14864,2016-02-27,39.3,10,4.0,13478,16262,?,?,?
5106,3C321,232.931,24.0719,28810,2004-03-17,28.6,28,1.4,27198,30437,?,?,?
5107,153157+092634,232.986,9.44275,10057,2008-03-10,46.5,10,4.2,8624,11503,4.1,11213,14142
5108,SDSSJ15323+233,233.093,23.557,13900,2016-02-27,38.9,10,3.8,12523,15290,?,?,?
5109,MRK289,233.132,57.8831,11763,2010-02-12,25.8,10,2.3,10314,13226,2.5,12932,15894
5110,153308.0+443208,233.283,44.5357,11016,2012-12-15,45.4,10,4.4,9574,12471,?,?,?
5111,SNUJ15335+0513,233.395,5.21983,11400,2016-02-09,44.0,10,4.4,10044,12768,?,?,?
5112,1533503-2419220,233.46,-24.3228,4451,2010-11-29,53.0,10,5.4,3069,5846,4.7,5566,8389
5113,153350-241922,233.46,-24.3228,4457,2009-01-21,41.9,10,4.0,3075,5852,3.8,5572,8395
5114,NGC-5965,233.51,56.6856,3412,2005-11-20,49.8,5,6.7,2039,4797,6.3,4519,7323
5115,SDSSJ15344+0408,233.607,4.13522,11854,2016-02-27,41.1,10,3.8,10494,13226,?,?,?
5116,NGC5953,233.634,15.1939,2000,2003-03-04,38.5,40,1.8,640,3372,?,?,?
5117,NGC5954,233.646,15.2,1959,2009-11-07,51.3,10,4.7,599,3331,4.6,3056,5832
5118,NGC5958,233.705,28.6553,2007,2010-01-29,34.8,10,3.2,647,3379,3.0,3104,5881
5119,F15327+2340,233.738,23.503,5434,2004-01-21,35.9,20,2.4,4043,6838,?,?,?
5120,IC4553,233.738,23.5031,5400,2003-03-07,29.4,30,1.7,4009,6803,?,?,?
5121,J1535+4303,233.776,43.0559,5752,2015-03-12,35.7,10,3.4,4445,7070,?,?,?
5122,1535131+0707483,233.805,7.13011,11331,2011-01-07,32.6,10,2.9,9886,12789,2.8,12497,15450
5123,NGC-5957,233.847,12.0472,1827,2005-10-04,62.4,5,9.0,1691,4442,7.7,-743,1963
5124,NGC-5957,233.847,12.0472,1827,2005-10-05,100.1,5,13.8,1691,4442,15.3,-743,1963
5125,2MASXJ15354308+,233.929,44.813,8887,2010-12-21,46.0,8,5.1,7464,10323,4.4,10035,12941
5126,2MASXJ15354308+,233.929,44.8131,8887,2010-05-07,35.9,10,3.5,7464,10323,2.9,10035,12941
5127,2MASXJ15354308+,233.929,44.8131,8887,2010-01-29,24.6,10,3.6,7464,10323,3.5,10035,12941
5128,UGC9944,233.949,73.4505,7354,2012-01-15,54.5,10,5.1,5945,8775,?,?,?
5129,Mrk290,233.968,57.9025,8867,2008-02-15,40.4,10,3.7,7444,10302,3.5,10015,12921
5130,1533+14,233.969,14.5179,5900,2003-03-07,29.7,40,1.4,4505,7308,?,?,?
5131,UGC9922,233.974,38.6778,5584,2010-01-29,31.7,10,3.2,4192,6989,2.7,6707,9551
5132,SDSSJ15359+5641,233.995,56.6856,3300,2016-03-29,51.8,8,5.6,2014,4597,?,?,?
5133,J1535+0436,233.999,4.60942,9708,2015-02-16,44.6,10,4.4,8367,11061,?,?,?
5134,153620+092039,234.082,9.34414,10019,2008-01-26,60.8,20,3.9,8586,11465,3.5,11175,14103
5135,NGC-5962,234.132,16.6078,1958,2005-10-04,59.6,5,7.8,1821,4575,8.3,-614,2094
5136,MRK486,234.159,54.5591,11672,2010-01-29,26.4,10,2.3,10224,13134,2.5,12841,15800
5137,Mrk486,234.16,54.5591,11672,2011-02-10,31.0,30,1.8,10224,13134,?,?,?
5138,153642+090131,234.176,9.02525,9989,2008-01-26,63.8,20,4.3,8556,11435,4.0,11145,14072
5139,153722+461802,234.345,46.3006,11323,2007-02-05,28.6,10,2.5,9878,12781,2.7,12489,15442
5140,153747+030209,234.45,3.03606,11646,2006-10-18,52.9,10,4.4,10198,13108,4.8,12814,15774
5141,NGC-5970,234.625,12.1866,1963,2005-10-04,62.0,5,8.0,1826,4581,8.7,-609,2099
5142,SDSSJ15386+0243,234.663,2.72347,9400,2016-02-27,42.5,10,4.1,8062,10750,?,?,?
5143,CGCG022-021,234.686,-3.38003,7137,2012-03-10,41.5,10,5.2,5730,8556,?,?,?
5144,NGC5972,234.726,17.0262,8916,2014-01-03,41.1,10,4.3,7493,10352,?,?,?
5145,J1538+1701,234.726,17.0262,8892,2015-01-09,40.8,10,5.4,7469,10328,?,?,?
5146,ARK481,234.772,5.57125,7781,2013-03-02,47.3,15,3.8,6369,9206,?,?,?
5147,ugc9949,234.808,14.1771,5799,2003-03-16,46.6,35,2.5,4405,7206,?,?,?
5148,2MASXJ15391460+,234.811,56.6708,13872,2012-11-24,35.4,9,3.9,12403,15354,?,?,?
5149,153917+242718,234.819,24.4551,10315,2008-02-29,38.8,10,3.5,8879,11764,3.3,11473,14407
5150,153917+242718,234.82,24.455,10315,2011-02-10,35.0,10,3.3,8879,11764,3.2,11473,14407
5151,153917+242718,234.82,24.4551,10315,2011-01-23,30.9,10,2.9,8879,11764,2.6,11473,14407
5152,J1539+0452,234.832,4.86872,11805,2015-03-28,36.1,24,2.4,10446,13176,?,?,?
5153,153926+245637,234.859,24.9435,6840,2008-02-29,51.1,40,2.2,5436,8257,2.2,7972,10840
5154,153928+465859,234.869,46.9832,11379,2007-02-05,28.3,10,2.5,9933,12838,2.5,12545,15499
5155,NGC-5985,234.905,59.332,2520,2005-11-20,51.5,5,6.7,1155,3897,6.6,3621,6408
5156,NGC-5987,234.989,58.0796,3010,2005-11-20,51.3,5,6.7,1641,4391,7.0,4114,6910
5157,J1539+2128,234.991,21.4706,4391,2015-01-11,41.0,10,4.1,3009,5785,?,?,?
5158,UGC09962,235.014,13.9775,3267,2003-12-21,47.8,32,2.6,2939,5713,?,?,?
5159,IC-1132,235.028,20.6806,4528,2006-11-26,66.4,5,8.6,3145,5923,8.5,5643,8468
5160,154013+031956,235.056,3.33231,9578,2006-10-18,54.6,10,5.4,8149,11020,4.5,10731,13651
5161,154021-180154,235.089,-18.0317,11452,2009-01-21,37.8,10,3.2,10006,12912,3.1,12619,15574
5162,154051+282028,235.215,28.3411,9862,2007-12-14,35.3,10,3.4,8430,11307,3.0,11017,13942
5163,CGCG136-054,235.317,22.0194,10838,2009-12-16,27.0,10,15.3,9397,12292,2.5,12000,14944
5164,2MASXJ15412180-,235.341,-1.03389,16544,2014-01-03,39.1,10,4.0,15050,18052,?,?,?
5165,154121+453202,235.342,45.5339,10786,2007-02-05,28.9,10,2.7,9346,12239,2.7,11948,14891
5166,154138+250641,235.407,25.1114,10107,2008-02-29,39.3,10,3.5,8673,11554,3.5,11264,14193
5167,J154147+063652,235.447,6.61456,10074,2014-01-03,40.4,10,4.1,8640,11520,?,?,?
5168,154221-224014,235.591,-22.6706,7036,2008-11-29,53.1,10,5.1,5630,8454,4.9,8170,11042
5169,SDSSJ15425+5242,235.633,52.7114,14300,2016-05-24,73.9,10,7.3,12919,15694,?,?,?
5170,SDSSJ15426+3315,235.669,33.2507,14600,2016-02-27,41.2,10,3.9,13216,15996,?,?,?
